194,FIRELORD/PYREUS KRIL,ROBERTSON JOE,2
195,SHROUD/MAXIMILLIAN Q,TRITON,1
196,PAGE KAREN,TOWER BLAKE,2
197,ANGEL/WARREN KENNETH,THANOS DOPPELGANGER,9
198,ARON [WATCHER],MAGUS,1
199,MIKHLO,ROBERTSON JOE,1
201,FIXER II/PAUL NORBER,KLAW/ULYSSES KLAW,3
202,DAREDEVIL/MATT MURDO,FIRESTAR/ANGELICA JO,13
204,IONELLO JASON,SUB-MARINER/NAMOR MA,1
209,CRYSTAL [INHUMAN],ETERNITY/ADAM QADMON,5
215,ANGEL/WARREN KENNETH,LIVING TRIBUNAL,3
218,OKOYE,REDWING,1
219,GAMMENON [CELESTIAL],ZURAS,1
222,HAWK,LOCKJAW [INHUMAN],10
224,ERWIN MORLEY,WASP/JANET VAN DYNE,2
227,LEE STAN,WHIRLWIND/DAVID CANN,1
229,GRAVITON/FRANK HALL,OSBORN LIZ ALLAN,2
230,BOWEN FATHER MICHAE,KINGPIN/WILSON FISK,4
231,POLARIS/LORNA DANE,RAZA LONGKNIFE,2
233,DORMAMMU,MERRYWEATHER IRENE,1
234,THING/BENJAMIN J. GR,WATSON KRISTY,1
235,PHOENIX II,WASP/JANET VAN DYNE,1
236,COLOSSUS II DOPPELGA,THANOS DOPPELGANGER,5
243,BINARY/CAROL DANVERS,JUSTICE II/VANCE AST,10
245,BEDLAM/JESSE AARONSO,KELLY SEN. ROBERT E,1
246,SILVER SURFER/NORRIN,VAN HELSING RACHEL,1
248,ANT-MAN II/SCOTT HAR,PUPPET MASTER/PHILLI,2
249,GAZA,MARVEL GIRL/JEAN GRE,4
250,LOKI [ASGARDIAN],VECTOR,1
251,GHOST RIDER III/DAN,TILBY TRISH/PATRICI,1
252,HULK/DR. ROBERT BRUC,NORRISS JACK,28
255,ICEMAN/ROBERT BOBBY,POWER DR. JIM,2
258,JAMESON J. JONAH,MAN-BEAST,1
260,FREEMAN DUANE JEROM,X-MAN/NATHAN GREY,1
269,ARABIAN KNIGHT/ABDUL,IKARIS/IKE HARRIS [E,1
273,DAREDEVIL/MATT MURDO,PHOENIX II,1
274,DESTINY II/IRENE ADL,PIERCE DONALD,1
275,MOON KNIGHT DOPPELGA,THUNDERSTRIKE/ERIC K,3
277,CYCLOPS/SCOTT SUMMER,REDWING,3
279,RUIZ RIGGER,TITANIA II/MARY SKEE,2
281,BIG MAN/FREDERICK FO,SPIDER-MAN/PETER PAR,24
287,GALACTUS/GALAN,SILVER SURFER/NORRIN,70
288,ODIN [ASGARDIAN],PILEDRIVER II/BRIAN,3
289,FIRELORD/PYREUS KRIL,SHE-HULK/JENNIFER WA,7
292,SHAMROCK/MOLLY FITZG,VANGUARD/NICOLAI KRY,4
294,JONES CHARLOTTE,QUICKSILVER/PIETRO M,1
295,PROFESSOR X/CHARLES,STARBOLT,5
296,CRYSTAL [INHUMAN],MAGDALENE/MARISSA DA,12
298,CARTER SHARON,SHANNA/SHANNA O'HARA,2
301,GHOST RIDER III/DAN,PHOENIX III/RACHEL S,2
302,COUNT NEFARIA LUCHI,FURY COL. NICHOLAS,3
303,GORGON [INHUMAN],ZABU,2
306,DARKHAWK DOPPELGANGE,FIRESTAR/ANGELICA JO,2
307,AVALANCHE/DOMINIC PE,RICTOR/JULIO ESTEBAN,6
308,SCARFE RAFAEL,SPITFIRE/LADY JACQUE,1
310,ANDROMEDA/ANDROMEDA,DEATH,1
313,CANNONBALL II/SAM GU,UNION JACK III/JOEY,1
314,DAREDEVIL/MATT MURDO,MADAME MASQUE/GIULIE,4
315,GAZA,MALICE IV,1
316,BLACK KNIGHT V/DANE,EXODUS/BENNET DUPARI,9
319,GEE/ALEX POWER,JARVIS EDWIN,9
322,HOBGOBLIN V/JASON PH,KATZENBERG NICK,8
328,BOOMER/TABITHA SMITH,EITRI,8
329,COBRA/KLAUS VORHEES,CRYSTAL [INHUMAN],1
331,CAGE LUKE/CARL LUCA,TRAPSTER/PETER PETRU,1
332,GAMBIT/REMY LEBEAU,JONES CHARLOTTE,3
335,FOREIGNER/RAFAEL BAS,NORRISS SISTER BARB,1
338,DAREDEVIL/MATT MURDO,ROBERTSON MARTHA,1
343,BLACK KNIGHT V/DANE,GRIM REAPER/ERIC WIL,3
344,CYPHER/DOUG RAMSEY,DAYTRIPPER/AMANDA SE,16
345,SERGEI,WASP/JANET VAN DYNE,2
349,CANNONBALL/JACK PULV,WASP/JANET VAN DYNE,1
354,PROFESSOR X/CHARLES,THANOS DOPPELGANGER,8
355,HAVOK/ALEX SUMMERS,ROGUE /,78
358,BOVA,CAGE LUKE/CARL LUCA,6
369,CAPTAIN BRITAIN/BRIA,SHANNA/SHANNA O'HARA,1
371,HUDSON HEATHER,WOLFSBANE DOPPELGANG,3
376,DIABLO/ESTEBAN DE AB,STORM/ORORO MUNROE S,1
377,ANCIENT ONE,SURTUR,2
378,BINARY/CAROL DANVERS,HOGARTH JERYN,2
379,JACK OF HEARTS/JACK,RED WOLF III/WILL TA,2
384,O'BRIEN MICHAEL,REDWING,2
387,ATTUMA,WONDER MAN/SIMON WIL,5
389,BLACK KING/SEBASTIAN,MYSTIQUE/RAVEN DARKH,3
390,IKARIS/IKE HARRIS [E,MARTIN TERI,1
391,MEGGAN,ULIK,1
394,DARKHAWK/CHRIS POWEL,NOVA II/FRANKIE RAYE,4
396,BLACKWING/JOSEPH MAN,MAN-APE/M'BAKU,2
398,RICHARDS NATHANIEL,VASHTI,3
399,AURORA/JEANNE-MARIE,PALADIN/PAUL DENNIS,1
401,NEBULA,WARLOCK II/ADAM WARL,6
408,BATTLESTAR/LEMAR HOS,URICH BEN,1
410,HERCULES DOPPELGANGE,VISION,3
411,ICEMAN/ROBERT BOBBY,SITWELL JASPER,1
414,DAGGER/TANDY BOWEN,MAGNETO/MAGNUS/ERIC,3
419,RED GUARDIAN V,SHAMAN/MICHAEL TWOYO,5
420,HELA [ASGARDIAN],KARMA/XI'AN COY MANH,2
421,ROGUE /,SABRETOOTH/VICTOR CR,19
423,LYJA LAZERFIST [SKRU,TRAPSTER/PETER PETRU,1
426,MACON ANGELO,MAGNETO/MAGNUS/ERIC,2
427,MARVEL GIRL/JEAN GRE,WOLFSBANE/RAHNE SINC,29
436,DANSEN MACABRE,FLYING TIGER,1
438,CAPTAIN BRITAIN/BRIA,ROSENTHAL BERNIE,3
439,DR. STRANGE/STEPHEN,LEADER/SAM STERNS,5
442,LONGSHOT,PRETTY BOY,2
445,CAPTAIN MARVEL II/MO,THUNDERSTRIKE/ERIC K,11
446,FALCON/SAM WILSON,THOMPSON EUGENE FLA,1
448,DANSEN MACABRE,SCARLET WITCH/WANDA,5
449,BLACK WIDOW/NATASHA,CHORD ANDREW,1
450,SABRETOOTH/VICTOR CR,SHADOWCAT/KATHERINE,7
452,DR. DRUID/ANTHONY LU,HELLSTORM/DAIMON HEL,1
455,COLLECTIVE MAN,GRANDMASTER/EN DWI G,2
457,CLOAK/TYRONE JOHNSON,ICEMAN/ROBERT BOBBY,3
460,DEATHLOK III/MICHAEL,MR. FANTASTIC DOPPEL,1
463,BROTHER VOODOO/DANIE,VISION,1
464,GAMBIT/REMY LEBEAU,SMASHER IV,1
465,DESTINY II/IRENE ADL,SHADOW KING/AMAHL FA,1
466,POLARIS/LORNA DANE,SILVER SAMURAI/KENYU,1
467,CHORD ANDREW,MULTIPLE MAN/JAMES A,2
468,ANGEL/WARREN KENNETH,STORM/ORORO MUNROE S,127
469,MARRS(-PAYNE) PHOEB,WONG,1
472,HOBGOBLIN V/JASON PH,SLEEPWALKER,1
476,GAMORA,HERCULES DOPPELGANGE,3
479,MASON LOUISE,MOTHER NIGHT/SUSAN S,1
486,JAMESON COL. JOHN,URICH BEN,4
489,SASQUATCH/WALTER LAN,UATU,5
491,GYPSY MOTH,ICEMAN/ROBERT BOBBY,1
492,SPEEDBALL/ROBBIE BAL,SPHINX,7
495,ABOMINATION/EMIL BLO,PSYLOCKE/ELISABETH B,3
498,LUNA/LUNA MAXIMOFF [,WOLVERINE/LOGAN,2
499,AUSTIN SUSAN,FIRESTAR/ANGELICA JO,2
500,RHINO,WILSON JIM,1
501,BETA RAY BILL,INVISIBLE WOMAN/SUE,2
506,GYRICH HENRY PETER,RICHARDS FRANKLIN B,1
508,CANNONBALL II/SAM GU,POWER MAN/ERIK JOSTE,1
514,ARCLIGHT/PHILLIPA SO,STORM/ORORO MUNROE S,8
517,WONDER MAN/SIMON WIL,X-RAY,2
523,MOLE MAN/HARVEY RUPE,SASQUATCH/WALTER LAN,3
526,MCLAREN MEGAN,SILVERCLAW/LA GARRA,1
528,DAZZLER II/ALLISON B,SHADOW KING/AMAHL FA,1
532,BEAST/HENRY &HANK& P,MAD DOG/COLONEL BUZZ,15
535,KENT CLARK,LLYRA/LLYRA MORRIS,1
538,PROFESSOR X/CHARLES,SHIP,2
539,NIGHTCRAWLER/KURT WA,OZYMANDIAS,1
540,DAREDEVIL/MATT MURDO,NIGHT THRASHER/DUANE,1
543,NIGHT THRASHER/DUANE,VANGUARD/NICOLAI KRY,1
549,LEEDS BETTY BRANT,MERCADO JOY,7
550,LYJA LAZERFIST [SKRU,WONDER MAN/SIMON WIL,4
551,STRONG GUY/GUIDO CAR,USAGENT/CAPTAIN JOHN,7
552,POSITRON/RONNIE,SKIN/ANGELO ESPINOSA,1
555,SILVER SURFER/NORRIN,WONG,12
556,VANISHER,VULTURE/ADRIAN TOOME,1
559,SPIDER-MAN/PETER PAR,TWO-GUN KID,1
560,HARPOON,LIGHTSPEED/JULIE POW,1
561,MS. MARVEL II/SHARON,SHADOWCAT/KATHERINE,1
562,MR. FANTASTIC/REED R,SPHINX,7
568,ICEMAN/ROBERT BOBBY,PLANTMAN/SAM SMITHER,2
570,CALIBAN/,RICTOR/JULIO ESTEBAN,18
579,REDWING,ROSS GEN. THADDEUS,1
581,BLESSING MORGANA,PIP/PRINCE GOFERN,2
583,MOJO,TSURAYABA MATSUO,3
584,BALDWIN MADELYNE MA,CYCLOPS/SCOTT SUMMER,1
587,GHOST RIDER II/JOHNN,RICHARDS FRANKLIN B,4
588,BEAST/HENRY &HANK& P,SHARD,1
589,CRIMSON COWL II/,THUNDERBIRD II/JAMES,1
593,STRANGER,WOLVERINE/LOGAN,2
594,ROGUE /,WHITE QUEEN/EMMA FRO,7
596,HUMAN TORCH DOPPELGA,WOLVERINE DOPPELGANG,3
603,ANT-MAN/DR. HENRY J.,TIGRA/GREER NELSON,87
607,DAREDEVIL DOPPELGANG,HAVOK/ALEX SUMMERS,3
608,PLUTO [OLYMPIAN],SCARLET WITCH/WANDA,3
609,MASTERS ALICIA REIS,MORBIUS/DR. MICHAEL,1
612,BANSHEE/SEAN CASSIDY,BLACK KNIGHT V/DANE,1
615,HULK/DR. ROBERT BRUC,JARVIS EDWIN,13
616,LIVING LIGHTNING/MIG,SUB-MARINER/NAMOR MA,4
618,CARTER PEGGY,PRINCESS PYTHON/ZELD,1
619,GREEN GOBLIN/NORMAN,HOBGOBLIN II/RODERIC,3
624,HAWK,ZEUS,7
627,M,RINGMASTER/MAYNARD T,1
629,FANDRAL [ASGARDIAN],SUMMERS NATHAN CHRI,2
631,IRON MAN IV/JAMES R.,MODOK/GEORGE TARLETO,3
632,CRYSTAL [INHUMAN],SHANNA/SHANNA O'HARA,4
633,JONES GABE,PHARAOH RAMA-TUT,1
634,BEYONDER,UMAR,1
635,FIRESTAR/ANGELICA JO,PIP/PRINCE GOFERN,4
637,BOOMSLANG/,WOLVERINE/LOGAN,1
638,NIGHT THRASHER/DUANE,ZEUS,1
639,ASP II/CLEO,BLACK KNIGHT V/DANE,1
640,FANDRAL [ASGARDIAN],ULIK,14
641,LOCKJAW [INHUMAN],OMEGA RED/ARKADY ROS,1
644,PROWLER/HOBIE BROWN,ROBERTSON RANDY,2
645,DRAGON MAN,VASHTI,1
648,ANGEL/WARREN KENNETH,TALISMAN II/ELIZABET,1
649,ANT-MAN/DR. HENRY J.,MOONDRAGON/HEATHER D,31
652,DARKSTAR/LAYNIA SERG,PROFESSOR X/CHARLES,4
654,CABE BETHANY,DEATHCRY [SHI'AR],1
657,ANALYZER,ETERNITY/ADAM QADMON,1
661,CYPHER/DOUG RAMSEY,MAGMA/AMARA AQUILLA/,42
668,GLADIATOR II,RICHARDS FRANKLIN B,2
669,BEETLE/ABNER RONALD,WRECKER III/DIRK GAR,2
670,PHARAOH RAMA-TUT,THUNDERBALL/DR. ELIO,6
674,THOMPSON EUGENE FLA,WATSON KRISTY,5
685,THUNDERBIRD II/JAMES,WONDER MAN/SIMON WIL,3
686,ANT-MAN/DR. HENRY J.,FOREIGNER/RAFAEL BAS,1
690,MALICE IV,SUMMERS NATHAN CHRI,3
692,JAMESON COL. JOHN,WASP/JANET VAN DYNE,6
694,HUMAN TORCH/JOHNNY S,RED GUARDIAN III/DR.,3
695,HERCULES [GREEK GOD],IGOR,1
697,HUMAN TORCH/JOHNNY S,IRON MAN/TONY STARK,108
699,NIGHTCRAWLER/KURT WA,REDWING,1
700,RONAN THE ACCUSER [K,SCARLET WITCH/WANDA,10
701,BOOMER/TABITHA SMITH,MAGIK/ILLYANA RASPUT,3
702,RICHARDS NATHANIEL,WONG,1
703,CRIMSON DYNAMO V/DIM,ROSS GEN. THADDEUS,1
705,MUGGINS MAMIE,ZABU,1
709,IGOR,ROM SPACEKNIGHT,1
711,EPOCH,NEBULA,4
714,SCREAMING MIMI/MELIS,THOR/DR. DONALD BLAK,7
719,NOVA/RICHARD RIDER,POWER MAN/ERIK JOSTE,4
720,CITIZEN V II/HELMUT,CROSSBONES/BROCK BIN,1
729,BOX IV/MADISON JEFFR,MESMERO,1
730,HUMAN TORCH/JOHNNY S,SCORPION/MACDONALD G,1
732,NUMBERS,WASP/JANET VAN DYNE,1
739,HOGAN VIRGINIA PEPP,TIGRA/GREER NELSON,2
742,COLOSSUS II DOPPELGA,WASP/JANET VAN DYNE,1
743,KINGPIN/WILSON FISK,SUB-MARINER/NAMOR MA,4
749,GYPSY MOTH,SPIDER-WOMAN/JESSICA,5
752,GAMBIT/REMY LEBEAU,IRON MAN DOPPELGANGE,6
755,MARVEL GIRL/JEAN GRE,MAYHEM/DET. BRIGID O,2
758,LUNA/LUNA MAXIMOFF [,SAXON STARR,2
760,CRIMSON COMMANDO/FRA,VOLSTAGG,1
762,HOGARTH JERYN,STONE LT. MARCUS,1
775,GAMMENON [CELESTIAL],INVISIBLE WOMAN/SUE,2
778,ANT-MAN II/SCOTT HAR,NIGHTCRAWLER/KURT WA,2
779,MR. SINISTER/NATHAN,QUICKSILVER/PIETRO M,6
782,EENY,MAGNETO/MAGNUS/ERIC,2
785,CYCLOPS DOPPELGANGER,DAREDEVIL DOPPELGANG,1
787,KARMA/XI'AN COY MANH,MAM'SELLE HEPZIBAH,5
788,LIVING LIGHTNING/MIG,WASP/JANET VAN DYNE,25
789,NELSON FRANKLIN FOG,ROBERTSON MARTHA,2
791,EGO,SPEEDBALL/ROBBIE BAL,2
794,EENY,KELLY SEN. ROBERT E,1
795,GUARDIAN/JAMES MACDO,VULTURE/ADRIAN TOOME,1
798,MR. IMMORTAL,PHARAOH RAMA-TUT,1
801,BLASTAAR,VOLCANA/MARSHA ROSEN,1
804,MALICE IV,SCALPHUNTER,7
810,AMPHIBIUS,NIGHTCRAWLER/KURT WA,2
813,FIZ [SKRULL],SCANNER II,1
814,BISHOP /,PAGE KAREN,1
819,FRENCHIE/JEAN-PAUL D,NIGHT THRASHER/DUANE,3
822,NAMORITA DOPPELGANGE,NAMORITA/NITA PRENTI,4
835,KINCAID DR. JANE FO,STRIDER,2
836,RICTOR/JULIO ESTEBAN,SUMMERS NATHAN CHRI,45
839,CANNONBALL/JACK PULV,JONES MARLO CHANDLE,2
840,ANGEL/WARREN KENNETH,SNOWBIRD/NARYA/ANNE,5
841,ABOMINATION/EMIL BLO,EENY,1
842,PIERCE DONALD,RANSOME JENNIFER AM,1
847,POUNDCAKES/MARIAN PO,STORM/ORORO MUNROE S,1
848,CAPTAIN AMERICA,DRACULA/VLAD TEPES,3
849,DR. STRANGE/STEPHEN,OSBORN LIZ ALLAN,4
854,LOKI [ASGARDIAN],WOLVERINE/LOGAN,3
855,MAN-THING/THEODORE T,MASTERS ALICIA REIS,1
856,DOORMAN,MR. IMMORTAL,12
857,CYCLOPS/SCOTT SUMMER,MOREAU PHILLIP,2
859,HUDSON HEATHER,SCORPION/MACDONALD G,2
864,AURORA/JEANNE-MARIE,RED WOLF III/WILL TA,1
865,MASTERS ALICIA REIS,SASQUATCH DOPPELGANG,1
869,BLACKWING/JOSEPH MAN,DARKSTAR/LAYNIA SERG,1
871,COLOSSUS II/PETER RA,GAZA,4
872,JONES CHARLOTTE,SIRYN/THERESA ROURKE,3
878,BLACK PANTHER/T'CHAL,MAN-THING/THEODORE T,1
879,BANNON LANCE,THOR/DR. DONALD BLAK,1
882,DR. DOOM/VICTOR VON,IRON MAN/TONY STARK,40
885,SOUTHERN CANDY,UNUS THE UNTOUCHABLE,4
886,CHANG IMEI,WARLOCK II/ADAM WARL,1
888,ANT-MAN II/SCOTT HAR,SCARLET WITCH/WANDA,7
893,BATROC/GEORGES BATRO,REDWING,3
897,THINKER,THUNDRA,3
898,DEVOS THE DEVESTATOR,MOONDRAGON/HEATHER D,2
902,SCREAMING MIMI/MELIS,ZOLA ARNIM,2
904,COLE WADE,KELLY SEN. ROBERT E,2
905,HULK/DR. ROBERT BRUC,SABRETOOTH/VICTOR CR,1
909,KLEINSTOCK SVEN,URSULA LADY,4
910,SHAMAN/MICHAEL TWOYO,SUNFIRE/SHIRO YOSHID,5
912,HAVOK/ALEX SUMMERS,LUPO,4
913,CARTER SHARON,VISION,6
914,DESTINY II/IRENE ADL,JOCASTA,1
916,LEE STAN,TYRANNUS,1
921,CAPTAIN AMERICA,OZYMANDIAS,5
926,DRAX/ARTHUR DOUGLAS,SHE-HULK/JENNIFER WA,16
929,BLACK KNIGHT V/DANE,NIGHTHAWK II/KYLE RI,2
931,MAGUS,PIP/PRINCE GOFERN,14
938,ANNIHILUS,CRYSTAL [INHUMAN],1
941,EON,THING/BENJAMIN J. GR,1
942,FURY COL. NICHOLAS,HOGUN [ASGARDIAN],2
945,JONES GABE,STANKOWICZ FABIAN,1
948,MISTER HYDE/CALVIN Z,PUCK/EUGENE MILTON J,1
949,SKIDS/SALLY BLEVINS,WARLOCK III,13
950,BUSHMASTER II/QUINCY,REDWING,1
952,CORSI TOM,HUSK/PAIGE GUTHRIE,3
955,COPYCAT/VANESSA,FIREFIST/RUSTY COLLI,1
956,MAN-APE/M'BAKU,TIGER SHARK/TODD ARL,3
958,CARGIL/JOANNA CARGIL,NORTHSTAR/JEAN-PAUL,4
960,MISTER HYDE/CALVIN Z,TRAPSTER/PETER PETRU,1
964,MEPHISTO,ROGUE /,4
965,KILLMONGER ERIC/N'J,PAGE KAREN,1
976,DRUMM JERICHO,IKARIS/IKE HARRIS [E,1
978,GHOST RIDER II/JOHNN,HERCULES [GREEK GOD],25
979,DR. DRUID/ANTHONY LU,GRIM REAPER/ERIC WIL,2
980,AVALANCHE/DOMINIC PE,TRITON,1
986,GUARDIAN/JAMES MACDO,HUMAN TORCH/JOHNNY S,7
987,TILBY TRISH/PATRICI,WISDOM PETER,1
994,ARBOGAST BAMBI,COLOSSUS II/PETER RA,1
996,LORELEI II/MELODI [A,VASHTI,1
1001,HULK DOPPELGANGER II,PIP/PRINCE GOFERN,3
1008,PLAGUE,PYRO/ALLERDYCE JOHNN,1
1009,IKARIS/IKE HARRIS [E,SHE-HULK/JENNIFER WA,5
1010,GREEN GOBLIN/NORMAN,WATSON-PARKER MARY,52
1011,CHORD ANDREW,O'BRIEN MICHAEL,2
1013,AUSTIN SUSAN,VOLSTAGG,6
1014,DESTROYER III,SPRITE,2
1015,SCREAMING MIMI/MELIS,WATSON-PARKER MARY,1
1018,BEAST/HENRY &HANK& P,WEREWOLF BY NIGHT/JA,1
1021,FISK VANESSA,THOMPSON EUGENE FLA,5
1022,DIAMOND LIL/LILLIAN,GUARDIAN/JAMES MACDO,13
1023,ROBERTSON JOE,STANKOWICZ FABIAN,1
1025,BETA RAY BILL,WASP/JANET VAN DYNE,4
1030,BLITZIANA,KURSE/ALGRIM [ASGARD,3
1031,COLOSSUS II/PETER RA,VOSTOK,1
1033,HODGE CAMERON,SIKORSKY,1
1035,GARGOYLE II/ISAAC CH,SHAMROCK/MOLLY FITZG,3
1039,MARVEL GIRL/JEAN GRE,THUNDERSTRIKE/ERIC K,15
1040,GUARDIAN/JAMES MACDO,LEADER/SAM STERNS,4
1041,STARFOX/EROS,WEREWOLF BY NIGHT/JA,1
1042,DAREDEVIL/MATT MURDO,SPIDER-WOMAN/JESSICA,2
1043,DIAMONDBACK II/RACHE,HAWK,1
1045,DAZZLER II/ALLISON B,VERTIGO II,6
1046,HUMAN TORCH ANDROID/,SCREAMING MIMI/MELIS,1
1047,ANT-MAN II/SCOTT HAR,GORGON [INHUMAN],9
1051,CRUCIBLE/BYRON CALLE,HELLSTORM/DAIMON HEL,1
1052,APOCALYPSE/EN SABAH,TRITON,1
1054,SILVER SAMURAI/KENYU,TAROT/MARIE-ANGE COL,1
1063,MACTAGGERT MOIRA KI,MOLECULE MAN/OWEN RE,1
1067,EON,SHAMAN/MICHAEL TWOYO,1
1069,PARKER MAY,STACY GWEN,47
1070,BATTLESTAR/LEMAR HOS,CAPTAIN AMERICA,16
1071,RED SKULL/JOHANN SCH,SPIDER-MAN/PETER PAR,5
1073,BRIGHTWIND,MAGIK/ILLYANA RASPUT,15
1074,FOREIGNER/RAFAEL BAS,KANE MARCY/KAINA,3
1075,HOBGOBLIN V/JASON PH,RUIZ RIGGER,1
1076,DAZZLER II/ALLISON B,INVISIBLE WOMAN/SUE,12
1078,HAWK,HERCULES [GREEK GOD],83
1081,COLOSSUS II/PETER RA,PHOENIX II,43
1082,FIREBIRD/BONITA JUAR,JOLT/HALLIE TAKAHAMA,1
1089,LOKI [ASGARDIAN],MAN-THING/THEODORE T,1
1091,BOMBSHELL/,PALADIN/PAUL DENNIS,5
1092,BLACK KING/SEBASTIAN,SABRETOOTH/VICTOR CR,3
1093,DR. OCTOPUS II/CAROL,NELSON FRANKLIN FOG,1
1094,COLLECTOR/TANELEER T,WONDER MAN/SIMON WIL,7
1097,MULTIPLE MAN DOPPELG,WONDER MAN/SIMON WIL,2
1098,NAMORITA DOPPELGANGE,WOLFSBANE/RAHNE SINC,3
1102,CANNONBALL II/SAM GU,TYGER TIGER/JESSAN H,1
1103,BLASTAAR,HOGUN [ASGARDIAN],2
1109,PSYLOCKE/ELISABETH B,SUPREME INTELLIGENCE,1
1110,STRANGER,THOR/DR. DONALD BLAK,5
1111,GAMORA,WITCHFIRE,1
1113,MAN-APE/M'BAKU,SILVER SAMURAI/KENYU,1
1119,BINARY/CAROL DANVERS,WHIZZER II/STANLEY S,2
1120,MEANY,MURMUR II/ARLETTE TR,2
1121,KRAVEN THE HUNTER/SE,PETROVITCH IVAN,1
1123,BEREET,SHAMAN/MICHAEL TWOYO,3
1127,BEYONDER,CLEA,1
1131,HUMAN TORCH/JOHNNY S,SZARDOS MARGALI,4
1134,MOLECULE MAN/OWEN RE,STORM/ORORO MUNROE S,13
1136,NIGHTCRAWLER/KURT WA,SCARLET WITCH/WANDA,16
1144,HELLCAT/PATSY WALKER,REDWING,1
